BMapID	ExpID	Exp Name	Year	1st Author	PubMed	Diagnosis	Stimulus Mod	Stimulus Type	Response Mod	Response Type	Instructions	Context	Paradigm	Behavior	Activation	#Subj
7080213	1	Water - Tasteless	Journal of Neurophysiology	2003	de Araujo I E	12773496	Normals	Gustatory	Food	Hand, Oral/Facial	Button Press, Swallow	Discriminate	Normal Mapping	Taste	Interoception.Thirst	Y	11
7080213	2	Water AND Salt AND Glucose	Journal of Neurophysiology	2003	de Araujo I E	12773496	Normals	Gustatory, None	Food, None	Hand, None, Oral/Facial	Button Press, None, Swallow	Discriminate, Passive/Rest	Normal Mapping	Taste	Interoception.Thirst	Y	11
7080213	3	Water - Tasteless, Pre- vs. Post-Satiety	Journal of Neurophysiology	2003	de Araujo I E	12773496	Normals	Gustatory	Food	Hand, Oral/Facial	Button Press, Swallow	Discriminate	Normal Mapping	Hunger/Satiety, Taste	Interoception.Thirst	Y	11
7080213	4	Water, Pre- vs. Post-Satiety	Journal of Neurophysiology	2003	de Araujo I E	12773496	Normals	Gustatory	Food	Hand, Oral/Facial	Button Press, Swallow	Discriminate	Normal Mapping	Hunger/Satiety	Interoception.Thirst	Y	11
7080213	5	Brain Activity Correlated with Pleasantness Ratings of Water	Journal of Neurophysiology	2003	de Araujo I E	12773496	Normals	Gustatory	Food	Hand, Oral/Facial	Button Press, Swallow	Discriminate	Normal Mapping	Hunger/Satiety	Interoception.Thirst	Y	11
7080213	6	Rest, Pre- vs. Post-Satiety	Journal of Neurophysiology	2003	de Araujo I E	12773496	Normals	None	None	None	None	Passive/Rest	Normal Mapping	Rest	Interoception.Thirst	Y	11
7080214	1	1 + 2 + 3-Back vs. 0-Back, OCD Patients	NeuroImage	2003	van der Wee N J A	14683728	Obsessive Compulsive Disorder	Visual	Shapes	Hand	Button Press	Detect, Recall	Disease Effects	n-back	Cognition.Memory.Working	Y	11
7080214	2	1 + 2 + 3-Back vs. 0-Back, Normals	NeuroImage	2003	van der Wee N J A	14683728	Normals	Visual	Shapes	Hand	Button Press	Detect, Recall	Normal Mapping	n-back	Cognition.Memory.Working	Y	11
7080215	1	Correlation of rCBF and Change of Plasma (Na), Activations	Proceedings of the National Academy of Sciences	1999	Denton D	10051677	Normals	Interoceptive	Infusion	None	None	Passive/Rest	Normal Mapping	Rest	Interoception.Thirst	Y	10
7080215	2	Correlation of rCBF and Change of Plasma (Na), Deactivations	Proceedings of the National Academy of Sciences	1999	Denton D	10051677	Normals	Interoceptive	Infusion	None	None	Passive/Rest	Normal Mapping	Rest	Interoception.Thirst	N	10
7080216	1	Infusion vs. Rest, Activations	Proceedings of the National Academy of Sciences	2003	Egan G F	14657368	Normals	Interoceptive, None	Infusion, None	None	None	Passive/Rest	Normal Mapping	Rest	Interoception.Thirst	Y	10
7080216	2	Infusion vs. Rest, Deactivations	Proceedings of the National Academy of Sciences	2003	Egan G F	14657368	Normals	Interoceptive, None	Infusion, None	None	None	Passive/Rest	Normal Mapping	Rest	Interoception.Thirst	N	10
7080216	3	Maximum Thirst, Activations, Subject 1	Proceedings of the National Academy of Sciences	2003	Egan G F	14657368	Normals	Interoceptive, None	Infusion, None	None	None	Passive/Rest	Normal Mapping	Rest	Interoception.Thirst	Y	1
7080216	4	Maximum Thirst, Activations, Subject 2	Proceedings of the National Academy of Sciences	2003	Egan G F	14657368	Normals	Interoceptive, None	Infusion, None	None	None	Passive/Rest	Normal Mapping	Rest	Interoception.Thirst	Y	1
7080216	5	Maximum Thirst, Activations, Subject 3	Proceedings of the National Academy of Sciences	2003	Egan G F	14657368	Normals	Interoceptive, None	Infusion, None	None	None	Passive/Rest	Normal Mapping	Rest	Interoception.Thirst	Y	1
7080216	6	Maximum Thirst, Activations, Subject 4	Proceedings of the National Academy of Sciences	2003	Egan G F	14657368	Normals	Interoceptive, None	Infusion, None	None	None	Passive/Rest	Normal Mapping	Rest	Interoception.Thirst	Y	1
7080217	1	Void vs. Rest	Neuroreport	1996	Fukuyama H	9116229	Normals	None	None	None, Pelvis	Micturate, None	Attend, Passive/Rest	Normal Mapping	Micturition	Interoception.Bladder	Y	10
7080218	1	Urge to Void vs. Withholding	Journal of Urology	2005	Kuhtz-Buschbeck J P	16145475	Normals	Auditory	Words	None	None	Attend, Move	Normal Mapping	Micturition	Interoception.Bladder	Y	22
7080218	2	Contraction vs. Rest	Journal of Urology	2005	Kuhtz-Buschbeck J P	16145475	Normals	Auditory, None	None, Words	None, Pelvis	Flexion/Extension, None	Move, Passive/Rest	Normal Mapping	Flexion/Extension	Action.Execution, Interoception.Bladder	Y	22
7080219	1	Errors of Commission, OCD Patients	NeuroImage	2005	Maltby N	15627591	Obsessive Compulsive Disorder	Visual	Letters	Hand, None	Button Press, None	Detect, Discriminate	Disease Effects	Go/No-Go	Cognition.Attention	Y	14
7080219	2	Errors of Commission, Normals	NeuroImage	2005	Maltby N	15627591	Normals	Visual	Letters	Hand, None	Button Press, None	Detect, Discriminate	Normal Mapping	Go/No-Go	Cognition.Attention	Y	14
7080219	3	Errors of Commission, OCD Patients > Normals	NeuroImage	2005	Maltby N	15627591	Normals, Obsessive Compulsive Disorder	Visual	Letters	Hand, None	Button Press, None	Detect, Discriminate	Disease Effects	Go/No-Go	Cognition.Attention	Y	14
7080219	4	Correct Inhibition, OCD Patients	NeuroImage	2005	Maltby N	15627591	Obsessive Compulsive Disorder	Visual	Letters	Hand, None	Button Press, None	Detect, Discriminate	Disease Effects	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	14
7080219	5	Correct Inhibition, Normals	NeuroImage	2005	Maltby N	15627591	Normals	Visual	Letters	Hand, None	Button Press, None	Detect, Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	14
7080219	6	Correct Inhibition, OCD Patients > Normals	NeuroImage	2005	Maltby N	15627591	Normals, Obsessive Compulsive Disorder	Visual	Letters	Hand, None	Button Press, None	Detect, Discriminate	Disease Effects	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	14
7080220	1	Room Temperature Water - Rest	Journal of Urology	2002	Matsuura S	12394703	Normals	Interoceptive, None	Infusion, None	None, Pelvis	Flexion/Extension, None	Attend, Passive/Rest	Normal Mapping	Micturition	Interoception.Bladder	Y	11
7080220	2	Ice Water - Rest	Journal of Urology	2002	Matsuura S	12394703	Normals	Interoceptive, None	Infusion, None	None, Pelvis	Flexion/Extension, None	Attend, Passive/Rest	Normal Mapping	Micturition	Interoception.Bladder, Interoception.Thermoregulation	Y	6
7080221	1	Itching	NeuroImage	2007	Mochizuki H	null	Normals	Tactile	Electricity	Hand	Button Press	Discriminate	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	14
7080221	2	Itching > Pain	NeuroImage	2007	Mochizuki H	null	Normals	Tactile	Electricity, Pain	Hand	Button Press	Discriminate	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	14
7080221	3	Pain	NeuroImage	2007	Mochizuki H	null	Normals	Tactile	Electricity, Pain	Hand	Button Press	Discriminate	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	14
7080221	4	Pain > Itching	NeuroImage	2007	Mochizuki H	null	Normals	Tactile	Electricity, Pain	Hand	Button Press	Discriminate	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	14
7080222	1	Micturition vs. Rest	Brain	2000	Nour S	10734009	Normals	Interoceptive, None	Infusion, None	None, Pelvis	Flexion/Extension, None	Move, Passive/Rest	Normal Mapping	Micturition	Interoception.Bladder	Y	8
7080223	1	Attention + Iteration, Pain vs. Non-pain, Activations	Brain	1999	Peyron R	10468515	Normals	Tactile	Heat	Oral/Facial	Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	Y	12
7080223	2	Attention + Iteration, Pain vs. Non-Pain, Deactivations	Brain	1999	Peyron R	10468515	Normals	Tactile	Heat	Oral/Facial	Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	N	12
7080223	3	Attention + Iteration + Diversion, Pain vs. Non-Pain, Activations	Brain	1999	Peyron R	10468515	Normals	Auditory, Tactile	Heat, Noise	None, Oral/Facial	None, Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	Y	12
7080223	4	Attention + Iteration + Diversion, Pain vs. Non-Pain, Deactivations	Brain	1999	Peyron R	10468515	Normals	Auditory, Tactile	Heat, Noise	None, Oral/Facial	None, Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	N	12
7080223	5	Attention vs. Diversion, Activations	Brain	1999	Peyron R	10468515	Normals	Auditory, Tactile	Heat, Noise	None, Oral/Facial	None, Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	Y	12
7080223	6	Attention vs. Diversion, Deactivations	Brain	1999	Peyron R	10468515	Normals	Auditory, Tactile	Heat, Noise	None, Oral/Facial	None, Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	N	12
7080223	7	Attention, Pain vs. Non-Pain, Activations	Brain	1999	Peyron R	10468515	Normals	Tactile	Heat	Oral/Facial	Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	12
7080223	8	Attention, Pain vs. Non-Pain, Deactivations	Brain	1999	Peyron R	10468515	Normals	Tactile	Heat	Oral/Facial	Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Perception.Somesthesis.Pain	N	12
7080223	9	Iteration, Pain vs. Non-Pain, Activations	Brain	1999	Peyron R	10468515	Normals	Tactile	Heat	Oral/Facial	Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	12
7080223	10	Iteration, Pain vs. Non-Pain, Deactivations	Brain	1999	Peyron R	10468515	Normals	Tactile	Heat	Oral/Facial	Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Perception.Somesthesis.Pain	N	12
7080223	11	Diversion, Pain vs. Non-Pain, Activations	Brain	1999	Peyron R	10468515	Normals	Auditory, Tactile	Heat, Noise	None, Oral/Facial	None, Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	Y	12
7080223	12	Diversion, Pain vs. Non-Pain, Deactivations	Brain	1999	Peyron R	10468515	Normals	Auditory, Tactile	Heat, Noise	None, Oral/Facial	None, Speech	Count	Normal Mapping	Counting/Calculation, Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	N	12
7080224	1	Reward, OCD Patients	Archives of General Psychiatry	2006	Remijnse P L	17088503	Obsessive Compulsive Disorder	Visual	Digits, Pictures, Words	Hand	Button Press	Discriminate	Disease Effects	Reward	Cognition, Emotion	Y	20
7080224	2	Reward, Normals	Archives of General Psychiatry	2006	Remijnse P L	17088503	Normals	Visual	Digits, Pictures, Words	Hand	Button Press	Discriminate	Normal Mapping	Reward	Cognition, Emotion	Y	27
7080224	3	Reward, Normals vs. OCD Patients	Archives of General Psychiatry	2006	Remijnse P L	17088503	Normals, Obsessive Compulsive Disorder	Visual	Digits, Pictures, Words	Hand	Button Press	Discriminate	Disease Effects	Reward	Cognition, Emotion	Y	20
7080224	4	Punishment, OCD Patients	Archives of General Psychiatry	2006	Remijnse P L	17088503	Obsessive Compulsive Disorder	Visual	Digits, Pictures, Words	Hand	Button Press	Discriminate	Disease Effects	Reward	Cognition, Emotion	Y	20
7080224	5	Punishment, Normals	Archives of General Psychiatry	2006	Remijnse P L	17088503	Normals	Visual	Digits, Pictures, Words	Hand	Button Press	Discriminate	Normal Mapping	Reward	Cognition, Emotion	Y	27
7080224	6	Affective Switching, OCD Patients	Archives of General Psychiatry	2006	Remijnse P L	17088503	Obsessive Compulsive Disorder	Visual	Digits, Pictures	Hand	Button Press	Discriminate	Disease Effects	Reward	Cognition, Emotion	Y	20
7080224	7	Affective Switching, Normals	Archives of General Psychiatry	2006	Remijnse P L	17088503	Normals	Visual	Digits, Pictures	Hand	Button Press	Discriminate	Normal Mapping	Reward	Cognition, Emotion	Y	27
7080224	8	Affective Switching, Normals vs. OCD Patients	Archives of General Psychiatry	2006	Remijnse P L	17088503	Normals, Obsessive Compulsive Disorder	Visual	Digits, Pictures	Hand	Button Press	Discriminate	Disease Effects	Reward	Cognition, Emotion	Y	20
7080225	1	Activations during Pleasant Stimulation	Cerebral Cortex	2003	Rolls E T	12571120	Normals	None, Tactile	None, Tactile Stimulation	None	None	Attend, Passive/Rest	Normal Mapping	Tactile Monitor/Discrimination	Perception.Somesthesis	Y	8
7080225	2	Activations during Painful Stimulation	Cerebral Cortex	2003	Rolls E T	12571120	Normals	None, Tactile	None, Tactile Stimulation	None	None	Attend, Passive/Rest	Normal Mapping	Tactile Monitor/Discrimination	Perception.Somesthesis.Pain	Y	8
7080225	3	Activations during Neutral Stimulation	Cerebral Cortex	2003	Rolls E T	12571120	Normals	None, Tactile	None, Tactile Stimulation	None	None	Attend, Passive/Rest	Normal Mapping	Tactile Monitor/Discrimination	Perception.Somesthesis	Y	8
7080226	1	Pleasant - Neutral	European Journal of Neuroscience	2003	Rolls E T	12911766	Normals	Olfactory	Odor	Hand	Button Press	Discriminate	Normal Mapping	Olfactory Monitor/Discrimination	Perception.Olfaction	Y	11
7080226	2	Unpleasant - Neutral	European Journal of Neuroscience	2003	Rolls E T	12911766	Normals	Olfactory	Odor	Hand	Button Press	Discriminate	Normal Mapping	Olfactory Monitor/Discrimination	Perception.Olfaction	Y	11
7080226	3	Pleasant vs. Unpleasant	European Journal of Neuroscience	2003	Rolls E T	12911766	Normals	Olfactory	Odor	Hand	Button Press	Discriminate	Normal Mapping	Olfactory Monitor/Discrimination	Perception.Olfaction	Y	11
7080226	4	Unpleasant vs. Pleasant	European Journal of Neuroscience	2003	Rolls E T	12911766	Normals	Olfactory	Odor	Hand	Button Press	Discriminate	Normal Mapping	Olfactory Monitor/Discrimination	Perception.Olfaction	Y	11
7080226	5	Activations Positively Correlated with Pleasantness Ratings	European Journal of Neuroscience	2003	Rolls E T	12911766	Normals	Olfactory	Odor	Hand	Button Press	Discriminate	Normal Mapping	Olfactory Monitor/Discrimination	Perception.Olfaction	Y	11
7080226	6	Activations Positively Correlated with Unpleasantness Ratings	European Journal of Neuroscience	2003	Rolls E T	12911766	Normals	Olfactory	Odor	Hand	Button Press	Discriminate	Normal Mapping	Olfactory Monitor/Discrimination	Perception.Olfaction	Y	11
7080226	7	Activations Positively Correlated with Intensity Ratings	European Journal of Neuroscience	2003	Rolls E T	12911766	Normals	Olfactory	Odor	Hand	Button Press	Discriminate	Normal Mapping	Olfactory Monitor/Discrimination	Perception.Olfaction	Y	11
7080227	1	Directed Encoding vs. Fixation	Brain	2001	Savage C R	11133799	Normals	Auditory, Visual	Fixation Point, Words	None	None	Encode, Fixate	Normal Mapping	Encoding	Cognition.Memory.Working	Y	8
7080227	2	Spontaneous Encoding vs. Fixation	Brain	2001	Savage C R	11133799	Normals	Auditory, Visual	Fixation Point, Words	None	None	Encode, Fixate	Normal Mapping	Encoding	Cognition.Memory.Working	Y	8
7080227	3	Unrelated Encoding vs. Fixation	Brain	2001	Savage C R	11133799	Normals	Auditory, Visual	Fixation Point, Words	None	None	Encode, Fixate	Normal Mapping	Encoding	Cognition.Memory.Working	Y	8
7080227	4	Directed > Spontaneous > Unrelated Encoding	Brain	2001	Savage C R	11133799	Normals	Auditory	Words	None	None	Encode	Normal Mapping	Encoding	Cognition.Memory.Working	Y	8
7080227	5	Spontaneous (Covariate Analyses with Clustering)	Brain	2001	Savage C R	11133799	Normals	Auditory	Words	None	None	Encode	Normal Mapping	Encoding	Cognition.Memory.Working	Y	8
7080227	6	Directed vs. Unrelated Encoding	Brain	2001	Savage C R	11133799	Normals	Auditory	Words	None	None	Encode	Normal Mapping	Encoding	Cognition.Memory.Working	Y	8
7080227	7	Directed vs. Spontaneous Encoding	Brain	2001	Savage C R	11133799	Normals	Auditory	Words	None	None	Encode	Normal Mapping	Encoding	Cognition.Memory.Working	Y	8
7080227	8	Spontaneous vs. Directed Encoding	Brain	2001	Savage C R	11133799	Normals	Auditory	Words	None	None	Encode	Normal Mapping	Encoding	Cognition.Memory.Working	Y	8
7080227	9	Unrelated vs. Directed Encoding	Brain	2001	Savage C R	11133799	Normals	Auditory	Words	None	None	Encode	Normal Mapping	Encoding	Cognition.Memory	Y	8
7080228	1	Activations during Relaxation and Contraction	NeuroImage	2006	Seseke S	16574434	Normals	None, Visual	None, Words	None, Pelvis	Flexion/Extension, None	Move, Passive/Rest	Normal Mapping	Flexion/Extension, Micturition	Action.Execution, Interoception.Bladder	Y	11
7080228	2	Relaxation > Contraction	NeuroImage	2006	Seseke S	16574434	Normals	Visual	Words	None, Pelvis	Flexion/Extension, None	Move, Passive/Rest	Normal Mapping	Micturition	Interoception.Bladder	Y	11
7080228	3	Contraction > Relaxation	NeuroImage	2006	Seseke S	16574434	Normals	Visual	Words	None, Pelvis	Flexion/Extension, None	Move, Passive/Rest	Normal Mapping	Flexion/Extension, Micturition	Action.Execution, Interoception.Bladder	Y	11
7080229	1	Response Competition (Incompatible Correct vs. Compatible Correct)	NeuroImage	2001	Ullsperger M	11707094	Normals	Visual	Symbols	Hand	Button Press	Discriminate	Normal Mapping	Flanker	Cognition.Attention	Y	12
7080229	2	Error-Related Activations (Incompatible Incorrect vs. Incompatible Correct)	NeuroImage	2001	Ullsperger M	11707094	Normals	Visual	Symbols	Hand	Button Press	Discriminate	Normal Mapping	Flanker	Cognition.Attention	Y	12
7080230	1	Prediction Under Uncertainty vs. Prediction Under Certainty	NeuroImage	2004	Volz K G	15006651	Normals	Visual	Pictures	Hand	Button Press	Discriminate	Normal Mapping	Reward	Cognition, Emotion	Y	12
7080230	2	Positive Covariation with Increasing Prediction Uncertainty	NeuroImage	2004	Volz K G	15006651	Normals	Visual	Pictures	Hand	Button Press	Discriminate	Normal Mapping	Reward	Cognition, Emotion	Y	12
7080230	3	Group Difference Between Externally Attributed Uncertainty and Internally Attributed Uncertainty	NeuroImage	2004	Volz K G	15006651	Normals	Visual	Pictures	Hand	Button Press	Discriminate	Normal Mapping	Reward	Cognition, Emotion	Y	12
7080231	1	Fear vs. Neutral 	NeuroImage	2001	Williams L M	11697938	Normals	Visual	Faces	Hand	Button Press	Discriminate	Normal Mapping	Face Monitor/Discrimination	Emotion.Fear	Y	11
